idPNMain,PNG,Name,RAJ2000,DECJ2000,MajDiam,MinDiam
14820,168.4+01.6,"CoMaC 2",05:21:57.0,39:31:02.50,12.0,
15551,064.9-09.1a,"Pa 15",20:29:07.63,23:11:09.3,12.0,12.0
15552,033.6+06.6,"Pa 17",18:29:10.17,03:39:49.9,39.0,36.0
15553,034.5+07.7,"Pa 16",18:26:34.97,04:59:05.6,57.0,46.0
15554,039.7+06.0,"Pa 18",18:42:01.20,08:46:25.2,32.0,31.0
15556,048.9+04.3a,"Pa 19",19:05:08.64,16:15:20.6,35.0,32.0
15558,056.9-11.7,"Pa 26",20:19:46.16,15:14:07.2,13.0,
15559,057.0+07.8,"Pa 20",19:07:31.82,24:59:57.7,17.0,17.0
15560,058.3-08.2,"Pa 23",20:10:21.45,18:11:50.1,16.0,11.0
15563,064.1-04.9,"Pa 24",20:11:44.4,24:50:06.00,42.0,39.0
15564,075.0-07.2,"Pa 27",20:48:58.37,32:18:14.8,72.0,60.0
15565,075.3+05.5,"Pa 22",19:58:13.08,39:54:40.8,49.0,45.0
15568,098.3-04.9,"Pa 41",22:10:13.64,50:04:33.4,102.0,82.0
15574,026.8-08.5,"Kn 65",19:10:51.5,-09:16:49.01,60.0,54.0
15583,025.9+10.3,"MCS 1",18:01:52.1,-01:26:19.32,11.4,11.4
15648,195.4-04.0,"IPHASX J060416.2+133250",06:04:16.3,13:32:50.35,34.6,10.6
15651,040.3+03.4,"IPHASX J185225.0+080843",18:52:25.0,08:08:43.76,22.4,22.4
15654,043.0+01.7,"IPHASX J190340.7+094639",19:03:40.8,09:46:39.22,19.6,14.0
15656,037.7-01.3,"IPHASX J190503.1+034225",19:05:03.2,03:42:25.60,64.0,
15659,042.0-02.4,"IPHASX J191651.6+065608",19:16:51.6,06:56:08.56,17.3,7.9
15661,058.1-03.7,"IPHASX J195343.7+202635",19:53:43.7,20:26:35.84,30.6,24.6
15662,065.8-00.8,"IPHASX J200041.5+283023",20:00:41.6,28:30:23.29,31.0,31.0
15663,063.5-04.7,"IPHASX J200937.3+242903",20:09:37.3,24:29:03.37,24.0,
15664,075.3-01.9,"IPHASX J202946.0+354926",20:29:46.1,35:49:26.44,16.1,16.1
15666,077.4-04.0,"IPHASX J204414.1+360737",20:44:14.2,36:07:37.24,19.0,
15667,090.5-01.7,"IPHASX J212151.8+473301",21:21:51.9,47:33:01.62,29.9,22.1
15668,114.4+00.0,"IPHASX J233841.2+614146",23:38:41.2,61:41:46.07,61.4,45.7
15802,030.6-16.4,"Fe 4",19:46:30.84,-09:21:19.8,30.0,29.0
15806,086.9-03.4,"Ou 5",21:14:20.03,43:41:36.0,33.0,20.0
15807,086.8+01.2,"Zoll 1",20:53:50.10,46:46:49.4,50.0,38.0
17057,072.0+13.9,"LDu 7",19:11:22.6,40:55:38.60,12.0,
17066,093.8-00.2,"LDu 18",21:29:52.3,50:54:21.64,21.0,
17328,066.5+15.1,"Ra 1",18:54:45.9,36:30:12.38,15.5,
17440,038.4+03.6,"IPHASX J184834.6+063302",18:48:34.7,06:33:02.70,21.0,
17441,058.6-03.6,"V458 Vul",19:54:24.6,20:52:52.21,27.0,17.0
17572,314.5+01.5,qparker-7,14:24:00.0,-59:10:23.99,95.0,
22848,131.0+03.7,"Fe 8",02:10:10.45,65:25:14.3,58.0,55.0
22849,195.7-15.0,"Ga 1",05:25:56.6,07:48:21.71,30.0,
22850,056.1-03.8,"RaMul 2",19:49:53.7,18:40:15.10,32.0,
22855,086.2-01.2,"Ra 5",21:02:38.709,44:46:44.69,12.0,
22858,029.9+05.8,"Pa 34",18:25:15.27,00:02:04.7,29.5,
23113,240.1-01.0,"Pa 60",07:40:10.50,-24:29:52.0,97.0,54.0
23119,330.4+01.3,"Pa 72",16:01:10.15,-51:05:23.7,11.0,8.0
23123,007.4+03.1,"Pa 80",17:50:42.43,-20:59:34.2,20.0,15.0
23129,002.4-06.4,"Pa J1817.1-2959",18:17:09.34,-29:59:04.0,30.0,
23134,016.7-02.9,"Pa 107",18:32:05.60,-15:43:19.5,36.0,30.0
23137,020.1-02.8,"Pa 110",18:38:00.68,-12:41:05.7,30.0,
23138,020.4-02.9,"Pa 111",18:39:13.40,-12:25:39.7,11.0,4.0
23140,020.3-06.9,"Pa 120",18:53:43.45,-14:19:58.1,23.0,21.0
23272,262.4-01.9,"DeGaPe 1",08:35:40.69,-43:48:30.60,60.0,54.0
23293,189.0-00.3,"Ra 30",06:04:32.00,20:57:01.00,70.0,
23312,102.0+00.1,"Ra 50",22:10:45.66,56:23:13.4,17.0,
23313,191.2+00.9,"LDu 31",06:13:51.06,19:37:07.8,16.0,
23316,192.0+00.7,"Ra 54",06:14:40.00,18:49:15.00,35.0,
23317,173.1-00.1,"RaBel 1",05:27:41.70,34:41:33.90,19.5,
23324,345.5-08.1,"Kn 101",17:43:18.0,-45:28:41,11.0,11.0
23326,346.2-05.5,"Kn 103",17:32:33.4,-43:29:41,36.0,36.0
23329,347.8-03.9,"Kn 106",17:30:15.9,-41:21:37,16.0,15.0
23330,347.8-03.9a,"Kn 107",17:30:02.9,-41:18:51,17.0,15.0
23333,350.8-07.4,"Kn 110",17:54:17.34,-40:37:01.8,30.0,24.0
23334,000.6+04.9,"Kn 111",17:28:22.8,-25:47:28,19.5,
23343,007.1+06.3,"Kn 120",17:38:28.5,-19:32:47,22.0,20.0
23347,356.6+05.9,"Kn 124",17:14:22.4,-28:27:27,40.0,35.0
23351,191.0+18.3,"Kn 68",07:22:03.15,27:13:33.5,64.0,62.0
23352,272.9-21.7,"Kn 69",07:09:41.5,-62:14:24,67.0,61.0
23353,285.4-12.2,"Kn 70",09:27:07.79,-67:51:25.0,102.0,102.0
23354,286.0-19.9,"Kn 71",08:16:42.47,-72:59:36.2,71.0,71.0
23356,324.3-11.9,"Kn 73",16:39:31.6,-64:48:10,18.0,13.0
23357,353.2-10.4,"Kn 74",18:14:10.9,-39:55:23,16.0,14.0
23361,011.9-07.4,"Kn 78",18:39:54.0,-22:03:09,20.0,17.0
23363,015.3-11.0,"Kn 80",18:59:52.2,-20:34:48,68.0,62.0
23376,341.8-05.6,"Kn 93",17:19:25.9,-47:15:48,12.0,8.0
23388,009.0-05.9,"Pa 104",18:28:41.6,-23:56:35,22.0,19.0
23390,026.0+01.9,"Pa 106",18:31:44.7,-05:12:33,11.0,11.0
23394,031.6+01.2,"Pa 115",18:44:39.3,-00:36:22,11.0,10.0
23398,049.5+03.9,"Pa 123",19:07:50.0,16:32:21,15.0,12.0
23399,037.1-02.6,"Pa 124",19:08:23.6,02:33:01,18.0,18.0
23401,039.1-02.1,"Pa 126",19:10:22.7,04:35:13,11.0,9.0
23405,041.6-03.3,"Pa 130",19:19:38.1,06:13:06,29.0,24.0
23409,061.8+03.0,"Pa 134",19:36:15.3,26:57:34,18.0,18.0
23410,065.4+03.3,"Pa 135",19:43:12.5,30:18:32,45.0,45.0
23412,067.5+02.8,"Pa 137",19:49:54.07,31:53:58.6,23.0,23.0
23413,063.7+00.4,"Pa 138",19:50:32.9,27:21:10,39.0,39.0
23415,066.7+00.7,"Pa 140",19:56:38.5,30:04:14,14.0,12.0
23418,072.5+02.3,"Pa 143",20:04:14.9,35:51:52,43.0,33.0
23419,050.2-11.9,"Pa 144",20:06:31.81,09:26:20.8,27.0,23.0
23427,108.2+08.2,"Pa 152",22:14:58.0,66:32:59,40.0,29.0
23429,123.6+09.9,"Pa 154",01:01:24.94,72:45:52.5,75.0,55.0
23432,035.7+19.2,"Pa 157",17:47:08.51,11:00:20.9,30.0,30.0
23435,059.8+05.1,"Pa 160",19:23:46.7,26:13:36,20.0,20.0
23438,125.6+06.0,"Pa 31",1:21:42.71,+68:47:13.1,35.0,28.0
23439,137.6+05.0,"Pa 32",03:11:05.3,63:50:15,73.0,60.0
23442,033.9-07.3,"Pa 37",19:19:29.4,-02:30:01,37.0,31.0
23443,046.0-05.9,"Pa 38",19:36:55.6,08:54:07,90.0,90.0
23444,089.1+08.7,"Pa 39",20:25:34.5,53:12:44,30.0,25.0
23445,071.3-05.8,"Pa 40",20:33:37.10,30:16:21.1,82.0,72.0
23446,312.7+09.5,"Pa 42",13:54:49.6,-52:04:48,33.0,30.0
23447,356.5+19.1,"Pa 43",16:28:24.62,-20:23:08.3,49.0,44.0
23450,358.7-08.8,"Pa 46",18:19:11.3,-34:20:18,17.0,15.0
23451,022.9+03.5,"Pa 47",18:20:22.3,-07:12:16,43.0,39.0
23452,354.6-11.4,"Pa 48",18:21:29.83,-39:08:17.7,74.0,67.0
23454,035.9-02.9,"Pa 50",19:07:31.4,01:18:22,18.0,18.0
23455,037.7-02.4,"Pa 51",19:08:52.3,03:13:08,32.0,25.0
23457,063.2+02.3,"Pa 53",19:41:48.7,27:52:02,12.0,9.0
23458,049.6-07.7,"Pa 54",19:50:24.4,11:02:39,19.0,17.0
23459,086.4+04.0,"Pa 55",20:39:22.0,48:13:57,23.0,23.0
23460,090.8+00.9,"Pa 56",21:11:20.9,49:37:42,20.0,17.0
23461,101.8+04.3,"Pa 57",21:51:01.6,59:35:26,16.0,16.0
23463,125.7-01.4,"Pa 59",01:14:39.0,61:19:44,24.0,20.0
23464,316.9+03.7,"Pa 61",14:34:34.1,-56:18:33,22.0,14.0
23466,319.1+02.1,PHR1454-5648,14:54:09.33,-56:48:16.9,82.0,82.0
23470,321.9+01.4,"Pa 67",15:14:07.2,-56:05:06,54.0,49.0
23471,323.8+01.1,"Pa 68",15:26:35.4,-55:19:13,21.0,21.0
23476,010.7+06.0,"Pa 79",17:47:10.8,-16:39:51.4,13.0,13.0
23477,014.4+06.9,"Pa 81",17:51:54.4,-12:58:16,15.0,14.0
23478,010.6+03.0,"Pa 83",17:57:52.1,-18:14:54,18.0,15.0
23481,012.2+02.9,"Pa 86",18:01:25.2,-16:52:30,21.0,19.0
23482,016.3+04.7,"Pa 87",18:03:29.6,-12:25:05,15.0,15.0
23488,015.7+01.3,"Pa 96",18:14:22.5,-14:37:37,11.0,11.0
23490,011.0-01.3,"Pa 98",18:15:06.90,-19:59:30.5,11.0,10.0
23491,015.5+00.9,"Pa 99",18:15:22.9,-14:56:43,18.0,15.0
24034,333.1-00.9,"Kan 5",16:23:34.6,-50:56:56.7,11.0,
31737,070.8+03.0a,"Ch 1",19:57:14.74,+34:47:11,60.0,24.0
31751,336.0-01.9,"DeGaPe 14",16:40:22.07,-49:32:55.3,34.0,
31765,018.2+01.6,"DeGaPe 28",18:18:20.00,-12:14:48.20,10.5,
31786,066.2+01.9,"Pre 7",19:50:33.56,+30:15:21.7,36.0,36.0
31787,134.3-43.2,"Pre 8",01:26:36.00,+18:51:19.80,96.0,96.0
31791,338.9-17.5,"Pre 13",18:17:30.93,-55:28:41.40,24.0,36.0
31816,355.9-02.4,CTIOJ174547.44-333932.4,17:45:48.18,-33:39:50.5,24.0,
31817,356.5-02.6,CTIOJ174756.67-331444.4,17:47:56.67,-33:14:44.4,22.0,
31820,356.8-03.6a,CTIOJ175238.99-333047.,17:52:38.99,-33:30:47.2,43.0,
31821,000.3-01.7,CTIOJ175310.09-293108.6,17:53:10.09,-29:31:08.6,22.0,
31822,356.4-04.0,CTIOJ175323.14-340653.7,17:53:23.14,-34:06:53.7,29.0,
31823,355.9-04.4a,CTIOJ175401.23-343958.7,17:54:01.23,-34:39:58.7,17.5,
31841,355.5-01.3,"SP 1739-3325",17:39:49.95,-33:25:24.4,12.0,
31857,355.2-03.1,"SP J1746-3436",17:46:48.23,-34:36:03.0,24.0,
31867,001.3-01.3,"SP 1754-2827",17:54:17.98,-28:27:24.3,15.0,
31868,356.2-04.5,CTIOJ175452.18-342852.1,17:54:52.18,-34:28:52.1,12.0,
31874,359.4-03.2,"SP 1757-3103",17:57:06.52,-31:03:24.5,18.0,18.0
31891,359.4-04.7,CTIOJ180325.70-314839.4,18:03:25.70,-31:48:39.4,27.0,
31893,004.0-02.6a,"SP J1805-2648",18:05:07.68,-26:48:38.0,34.0,
31899,004.2-04.0,CTIOJ181057.79-271822.5,18:10:57.79,-27:18:22.5,16.0,
31919,173.7-09.2,,04:54:33.7,28:49:28.92,31.0,30.0
31921,226.4-15.1,"PrKn 1",06:20:02.5,-18:37:32.16,46.0,40.0
31923,359.6+05.0,"Kn 136",17:25:22.1,-26:29:25.8,16.5,
31925,002.5+03.2,"Kn 129",17:39:16.85,-25:04:40.7,13.0,
31928,061.5-02.6,"Pa 164",19:57:23.3,23:52:48.36,105.0,50.0
31930,102.5+02.6,"Pa 166",22:03:06.0,58:39:11.88,33.0,31.0
31931,290.8+00.5,"Pre 43",11:12:27.35,-59:58:38.0,46.0,
31959,254.5+00.4,"DeGaPe 53",08:21:24.0,-36:00:14.0,80.0,
31967,260.9-08.5,"Dr 1",07:59:49.12,-46:10:47.35,104.0,104.0
31968,248.0-05.3,"Dr 2",07:40:55.00,-33:33:22.84,84.0,84.0
31969,248.4+02.1,"Dr 3",08:11:58.34,-29:56:41.39,104.0,104.0
31972,321.3+00.4,"Dr 7",15:13:54.0,-57:11:51.23,12.0,12.0
31987,285.6+05.2,"LDu 44",10:52:06.84,-53:31:26.7,18.0,12.0
32004,272.9-01.6,"Mo 22",09:16:58.5,-51:35:38.2,12.0,12.0
32018,290.2+02.0,"Pre 44",11:12:42.9,-58:21:04.0,60.0,60.0
32020,348.2+03.1,"Pre 46",17:01:18.18,-36:52:22.3,15.5,
32024,252.5-01.6,"Pre 50",08:07:15.8,-35:26:39.0,48.0,24.0
32028,295.6+02.0,"Pre 54",11:52:27.01,-59:59:56.5,10.5,
32031,349.0+04.2,"Pre 57",16:59:36.91,-35:30:21.14,12.0,12.0
32032,011.2+02.9,"Pre 58",17:59:19.67,-17:47:14.9,26.0,
32033,297.4+03.6,"Pre 59",12:09:10.24,-58:46:00.61,24.0,24.0
32036,283.1-01.2,"Pre 62",10:13:18.64,-57:58:16.19,12.0,12.0
32039,325.8-02.4,"PreDr 1",15:53:37.96,-57:02:08.3,12.0,6.0
32050,102.2+01.5,"Rai 1",22:06:08.05,+57:38:22.9,15.5,
32052,323.4-01.4,"Ro 2",15:35:25.53,-57:40:34.66,21.0,
32063,293.0-01.4,"St 16",11:24:07.44,-62:39:29.16,12.0,6.0
32066,347.3+02.6,"St 19",17:00:48.08,-37:52:46.16,12.0,12.0
32068,286.4-00.4,"St 21",10:37:20.64,-58:59:43.04,12.0,12.0
32131,284.6-01.3,"DeGaPe Objet 3",10:22:26.60,-58:47:02.10,63.0,
32151,343.2+02.7,"DeGaPe 46",16:47:05.60,-40:58:59.40,12.0,
32155,017.4-02.6,"DeGaPe 51",18:32:07.81,-14:58:42.9,53.0,
32158,002.8-00.2,"LDu 36",17:53:06.15,-26:34:07.50,60.0,60.0
32194,329.9-00.7,"Tan 3",16:07:35.89,-53:01:11.30,11.5,
32204,069.3+03.6,"Ra Objet 2",19:50:57.13,+33:47:33.8,18.0,18.0
32230,265.1-02.0,PHR0844-4600,08:44:31.90,-46:00:13.51,12.0,12.0
32232,290.7-00.0,"Ras 1",11:10:13.24,-60:31:57.90,12.0,6.0
32234,052.6-02.0,"Dr 31",19:35:49.88,+16:28:44.8,34.0,
32235,169.4+03.8,"Dr 32",05:34:06.69,+39:56:03.20,30.0,
32250,104.2+04.8,"StDr 12",22:03:30.65,+61:29:43.39,48.0,
32251,093.4-03.2,"StDr 2",21:40:22.13,+48:21:52.64,36.0,
32269,319.2-03.8,"Dr 9",15:17:45.49,-61:56:31.60,12.0,
32275,312.7-00.8,"Dr 16",14:16:01.83,-62:04:18.50,12.0,
32290,048.8+02.7,"Dr 33",19:11:02.73,+15:17:48.00,72.0,
32311,299.2-05.2,"St 22",12:12:05.11,-67:45:31.68,18.0,
32322,278.3-02.8,"St 33",09:37:53.03,-56:07:56.60,42.0,
32326,261.9+02.2,"St 37",08:50:54.04,"-40:47:52.26 ",30.0,
32333,259.2+02.9,"St 45",08:45:17.90,-38:18:11.00,42.0,
32336,269.3-02.6,"St 48",08:57:27.31,-49:35:35.8,12.0,6.0
32341,293.0+03.7,"St 53",11:36:10.02,-57:41:19.96,12.0,
32343,300.9-00.5,"St 55",12:33:09.61,-63:16:00.11,11.0,
32347,315.9+02.1,"St 59",14:32:22.97,-58:12:04.45,12.0,
32360,063.2+00.2,"StDr 7",19:50:11.26,+26:43:32.09,18.0,
32361,176.1+02.1,"StDr 8",05:44:33.78,+33:21:37.29,27.0,
32364,069.4-03.8,"StDr 11",20:20:50.30,+29:49:51.10,84.0,
32365,047.3+01.2,"StDr 14",19:13:45.30,+13:22:09.99,35.0,
32384,316.6+00.8,"St Objet 8",14:40:52.64,-59:10:06.17,24.0,
32391,095.3+00.2,Alba-1,21:35:07.85,+52:11:32.36,33.0,17.0
32392,082.5+02.4,"StDr Objet 2",20:33:31.14,+44:08:45.39,36.0,
32404,119.9-01.8,"Pa J0027.0+6051",00:27:3.8,+60:51:14.4,30.0,30.0
32411,325.5+03.3,"Pa J1528.1-5231",15:28:08.2,-52:31:44.3,90.0,90.0
32414,345.6+05.1,"Pa J1645.4-3737",16:45:28.5,-37:37:08.5,15.0,15.0
32422,009.5+01.9,"Pa J1759.7-1943",17:59:47.6,-19:43:42.5,20.0,
32423,014.1+02.7,"Pa J1806.3-1520",18:06:20.37,-15:20:07.5,80.0,52.0
32425,004.0-04.6,"Pa J1812.9-2741",18:12:57.86,-27:41:56.8,50.5,
32428,005.9-04.2,"Pa J1815.7-2551",18:15:47.6,-25:51:16,20.0,20.0
32435,021.4+02.5,"Pa J1820.9-0901",18:20:59.34,-09:01:41.0,60.0,60.0
32440,025.9+02.7,"Pa J1828.6-0457",18:28:41.16,-04:57:35.7,20.0,20.0
32441,026.5+02.8,"Pa J1829.5-0424",18:29:35.7,-04:24:48.4,20.0,20.0
32459,038.4-01.5,"Pa J1906.9+0413",19:06:59.7,+04:13:48.9,15.0,25.0
32463,050.9+02.5,"Pa J1915.6+1708",19:15:40.2,+17:08:04.6,60.0,45.0
32472,055.2-01.7,"Pa J1940.3+1855",19:40:17.9,+18:55:21.48,45.0,45.0
32486,095.7-00.7,"Pa J2141.2+5146",21:41:14.66,+51:45:59.14,15.0,15.0
32489,056.6-00.8,"StDr 30",19:39:47.96,+20:34:10.05,64.0,
32537,161.1+04.4,"StDr 18",05:11:33.10,+47:04:52.34,42.0,
32543,052.4+04.9,"StDr 24",19:09:28.66,+19:35:14.16,25.0,
32544,057.4+01.2,"StDr 25",19:33:49.94,+22:15:05.56,24.0,
32545,054.3-03.8,"StDr 26",19:46:10.90,+17:06:09.11,12.0,
32583,047.1+02.0,"StDr 34",19:10:24.02,+13:32:21.8,36.0,
32591,064.8-03.8,"StDr 42",20:09:27.67,+25:59:38.30,84.0,
32595,133.2-00.9,"StDr 46",02:15:34.62,+60:11:00.90,66.0,
32600,014.1-00.7,"BMP J1819-1659",18:19:11.65,-16:59:23.9,35.0,
32602,105.4-03.3,"StDr 53",22:44:54.68,+55:09:25.60,18.0,
32714,352.2+14.6,"Kn J1631.3-2629",16:31:23.9,-26:29:36,25.0,16.0
32719,358.0+05.5,"Kn J1719.5-2734",17:19:34.9,-27:34:45,20.0,20.0
32721,357.7+04.5,"Kn J1722.5-2822",17:22:32.3,-28:22:11,20.0,20.0
32722,358.0+04.6,"Kn J1723.0-2803",17:23:0.9,-28:03:38,25.0,25.0
32724,001.5+05.3,"Kn J1729.1-2443",17:29:8.6,-24:43:11,20.0,20.0
32727,006.9+08.1,"Kn J1731.5-1845",17:31:35.6,-18:45:30,40.0,
32728,004.4+06.4,"Kn J1731.8-2143",17:31:52.88,-21:43:33.7,21.5,
32730,001.5+03.8,"Kn J1734.6-2531",17:34:37.59,-25:31:55.5,15.5,
32783,109.5-04.3,"StDr 97",23:14:18.82,+55:59:33.90,50.0,
32787,157.0-03.6,"LBN 157.08-03.61 ",04:20:43.81,+44:56:28.17,73.0,
32791,336.0-02.3a,qparker-2b,16:42:05.59,-49:44:33.1,13.0,
32864,054.6+00.7a,"StDr 85",19:29:50.33,+19:34:20.42,72.0,
32865,061.2+04.0,"StDr 86",19:30:58.09,+26:58:43.63,60.0,
32874,103.9-03.7,"StDr 96","22:37:00.25 ",+54:02:50.68,60.0,
32899,277.2-36.0,"RP 4785",04:56:54.976,-66:28:24.531,12.0,12.0
32904,358.0+02.8,"SP 1729-2906",17:29:51,-29:07:03,15.0,15.0
32980,319.7+10.0,"PHR J1435-4925",14:35:02.85,-49:25:06.8,46.0,
32996,357.0+01.6,PNG357.06+01.62,17:32:03.709,-30:33:15.250,10.5,
32998,359.3+01.2,PNG359.30+01.2,17:39:16.012,-28:53:17.725,14.0,
33001,000.3+00.9,PNG000.36+00.97,17:42:41.8,-28:06:37.9,83.0,
33051,002.1+02.1,PNG002.16+02.18,17:42:20.691,-25:56:52.319,14.0,
33145,002.2+01.8b,PNG002.21+01.81,17:43:52.55,-26:05:59.0,36.0,
33151,359.1+02.9a,PNG359.16+02.96,17:32:10.13,-28:03:53.0,23.5,
33153,358.1+03.5,PNG358.10+03.51,17:27:26.81,-28:38:19.1,11.5,
33163,356.0+02.1,PNG356.00+02.11,17:27:26.870,-31:09:45.551,32.0,
33177,000.0-01.5,PNG000.00-01.51,17:51:35.53,-29:42:31.6,27.0,
33195,001.8-01.5a,PNG001.82-01.5,17:55:44.786,-28:08:20.112,44.0,
33200,001.8-02.0b,PNG001.86-02.08,17:58:08.35,-28:23:33.8,12.0,
33213,000.9-01.9a,MPA1755-2906,17:55:47.08,-29:06:40.85,41.0,
33217,000.9-01.2b,PNG000.92-01.21,17:52:33.33,-28:46:18.2,13.5,
33227,359.1-01.1,PNG359.1-01.1,17:48:20.833,-30:14:09.981,27.0,
33238,002.8-03.3a,PNG002.87-03.39,18:05:34.049,-28:09:52.518,15.0,
33264,002.0-02.3,PNG002.08-02.38,17:59:48.9,-28:20:59.6,12.0,
33288,002.9-01.4,PNG002.96-01.45,17:58:09.412,-27:07:36.629,31.0,
33327,003.5-02.9a,PNG003.55-02.92,18:05:11.71,-27:20:26.6,26.0,
33330,003.7-02.7a,PNG003.74-02.74,18:04:54.608,-27:04:59.270,27.0,
33332,003.7-02.9,PNG003.71-02.9,18:05:27.287,-27:11:33.937,13.0,
33344,000.5-03.9,PNG000.57-03.96,18:02:41.909,-30:26:24.634,11.0,
33349,359.5-03.6,PNG359.57-03.62,17:59:01.74,-31:08:53.8,55.0,
33355,359.8-03.1,PNG359.89-03.19,17:58:02.20,-30:39:15.7,16.0,
33358,357.5-03.2,PNG357.57-03.26,17:52:50.78,-32:41:46.7,54.0,
33362,357.8-05.2,PNG357.87-05.25,18:01:48.83,-33:25:07.3,24.0,
33374,358.2-04.3,PNG358.27-04.39,17:59:09.328,-32:39:19.451,41.0,
33376,357.8-04.2,PNG357.86-04.23,17:57:31.50,-32:55:53.28,28.0,
33413,001.1-04.1b,qparker-5,18:04:42.62,-30:01:52.17,68.0,
33415,225.5-01.9,"MoMi 3",07:07:51.23,-12:07:50.92,60.0,24.0
33450,298.2+18.2,"StDr 127","12:26:32.07 ",-44:21:11.61,42.0,
33462,056.8-06.5,"StDrBl 1",20:01:25.43,+17:51:24.60,96.0,
33510,350.5-02.6,"BMP J1732-3817",17:32:12,-38:17:11,45.0,
33511,344.4+01.8a,"MPA J1654-4036",16:54:47.1,-40:36:55.3,12.0,
33519,327.0-04.7,"BMP J1611-5752",16:11:30,-57:52:38,54.0,
33546,038.3-02.7,"StDr 160",19:11:07.75,+03:32:59.27,24.0,
33558,069.3+04.7,"StDr 165",19:46:20.63,+34:23:38.44,48.0,
33559,088.6+07.2,"StDr 166",20:31:54.30,+51:54:08.66,18.0,
33565,059.0+01.1,"Cop 2",19:37:21.94,+23:36:13.64,60.0,
33566,312.8-05.0,"Su Objet 8",14:30:47.74,-66:01:18.30,12.0,6.0
33570,066.8+05.5,"Maa 1",19:37:19.83,+32:32:16.79,84.0,
33571,133.7-31.4,"Maa 2",01:34:24.08,+30:31:17.80,28.0,
33574,042.5-25.7,"JeWeKi 1",20:39:59.5,-03:41:17,50.0,
33590,321.7-04.4,"StDrLuLDu 1",15:38:08.39,-61:05:09.30,18.0,
33597,300.7-02.1,"Sl 4",12:30:31.73,-64:57:28.73,84.0,
33598,299.5-07.2,"Bic 2",12:11:57.66,-69:48:33.40,12.0,
33602,299.6-42.7,"Pi 1",01:26:40.01,-74:10:15.60,12.0,
33603,307.8-19.7,"PaMor 2",15:01:03.20,-81:24:45.50,30.0,
33609,275.8-08.9,"Jonk 1",08:52:41.05,-58:36:41.52,12.0,6.0
33637,323.3-06.9,"StDr 167",16:01:31.96,-61:59:57.81,72.0,
33641,181.0-06.4,"Br 3",05:24:01.24,24:33:45.90,18.0,
33642,032.3-00.5a,"Sot 1",18:52:16.73,-00:43:39.25,12.0,
33681,090.2-01.1,"Br 7",21:17:42.40,+47:41:38.10,12.7,
33687,081.7+04.5,"Br 9",20:21:13.85,+44:47:14.20,12.0,6.0
33690,088.2+03.3,"Br 12",20:49:24.60,+49:12:57.10,18.0,
33700,345.7+03.3,"Pa J1652.8-3841",16:52:53.48,-38:41:00.5,11.0,
33703,354.0+04.3,"Pa J1713.5-3132",17:13:35.17,-31:32:22.2,11.5,
33706,009.6+02.0,"Pa J1759.3-1932",17:59:19.28,-19:32:50.2,12.0,
33711,296.3-41.7,"Bic 5",02:05:40.22,-74:24:19.30,84.0,60.0
33766,261.3-13.4,"Su 10",07:35:00.58,-48:54:41.04,26.0,
33773,260.7+05.0,"HuBesPer 1",08:58:23.62,-38:05:24.46,66.0,
33774,310.1-05.9,"Lu 4",14:08:17.57,-67:41:31.02,66.0,
33775,312.2-04.3,"Lu 5",14:22:43.65,-65:31:06.12,102.0,
